,RAJ2000,DEJ2000,P,F555W,e_F555W,F606W,e_F606W,F814W,e_F814W,WVI_555,e_WVI_555,Z,sig_clip
367,202.513796,47.214301,15.741048,25.169573,0.086797,24.896000,0.078885,24.165178,0.092910,22.898637,0.185306,9.179140,+
368,202.515812,47.200612,6.776936,24.953565,0.053545,24.733761,0.041450,24.125076,0.045505,23.080351,0.099612,9.185592,+
369,202.507410,47.186588,12.621607,25.010612,0.066824,24.775737,0.048829,24.126431,0.043449,23.011480,0.109500,9.216756,+
370,202.522874,47.182448,12.495750,25.149333,0.089664,24.868726,0.065256,24.125744,0.061981,22.834999,0.150779,9.152252,+
371,202.530244,47.185273,13.269842,24.871353,0.064330,24.674839,0.042602,24.124184,0.031202,23.182004,0.095405,9.125370,+
372,202.495539,47.188771,13.669735,25.259225,0.098087,24.945139,0.075407,24.137350,0.052682,22.722666,0.149958,9.265347,+
373,202.525018,47.169234,10.675437,25.108824,0.048003,24.834406,0.030716,24.106788,0.044256,22.843221,0.093472,9.126329,+
374,202.528405,47.168765,14.881148,24.986026,0.054636,24.752157,0.035609,24.107656,0.077292,23.000031,0.142197,9.113132,+
375,202.505835,47.214719,15.485905,25.063727,0.082227,24.818445,0.066397,24.155578,0.053641,23.010402,0.134922,9.207336,+
376,202.509677,47.189495,12.607328,25.155641,0.086723,24.864279,0.069721,24.114944,0.112420,22.802626,0.211409,9.209909,+
377,202.509373,47.161542,22.822048,25.628737,0.059324,25.166666,0.036857,24.099912,0.051308,22.172062,0.111421,9.162961,+
378,202.525290,47.171606,8.163820,25.145818,0.061046,24.870427,0.040522,24.139586,0.053434,22.870726,0.115416,9.129230,+
379,202.491616,47.177705,15.381196,24.999567,0.113697,24.762918,0.078786,24.115314,0.069948,23.000271,0.182286,9.259646,+
380,202.522837,47.182622,14.158169,24.795936,0.055699,24.612672,0.037853,24.053059,0.052824,23.116291,0.110275,9.152559,+
381,202.475855,47.163227,12.307057,24.916937,0.085621,24.715161,0.065553,24.153772,0.072845,23.191421,0.159378,9.241648,+
382,202.514692,47.191777,7.736268,24.735575,0.058494,24.585767,0.044267,24.149099,0.048200,23.409551,0.107042,9.190811,+
383,202.501502,47.175711,11.002285,24.933865,0.084383,24.717524,0.060846,24.120195,0.061604,23.094157,0.145437,9.222318,+
384,202.528533,47.188073,17.785233,25.276485,0.090207,24.954479,0.062801,24.130745,0.056584,22.685967,0.145713,9.133797,+
385,202.523848,47.210245,11.917884,25.101162,0.079529,24.840476,0.068991,24.145571,0.063811,22.940572,0.143540,9.146254,+
386,202.479521,47.169630,15.823013,25.021518,0.073516,24.773212,0.051605,24.098387,0.052902,22.934318,0.125868,9.262408,+
387,202.505338,47.161472,25.733680,25.556866,0.096884,25.132118,0.068046,24.108027,0.053365,22.281040,0.149337,9.174901,+
388,202.471647,47.164127,16.473039,24.817933,0.072157,24.630437,0.069337,24.093919,0.070061,23.180939,0.144890,9.247456,+
389,202.522764,47.208619,11.389794,24.940985,0.085835,24.741383,0.069420,24.178896,0.049477,23.217903,0.134373,9.152150,+
390,202.509572,47.200967,11.957678,24.811477,0.066856,24.643325,0.048078,24.156690,0.056437,23.331003,0.123924,9.210359,+
391,202.477161,47.161212,16.193628,25.233619,0.127181,24.946464,0.093874,24.197338,0.060864,22.890587,0.187923,9.232618,+
392,202.524864,47.178413,20.757035,25.288391,0.064095,24.958177,0.044448,24.108361,0.052656,22.620344,0.117108,9.140234,+
393,202.529658,47.191110,15.630579,25.011235,0.059609,24.779678,0.039116,24.144759,0.034723,23.052134,0.093664,9.130444,+
394,202.512062,47.199376,17.542496,24.828974,0.076006,24.649857,0.062104,24.130241,0.065446,23.249138,0.142407,9.201152,+
395,202.485472,47.167148,14.039228,25.125689,0.093105,24.873934,0.070934,24.195803,0.070136,23.023216,0.162864,9.243047,+
396,202.534908,47.191914,6.752752,25.137583,0.057669,24.866368,0.042766,24.135249,0.047301,22.871305,0.105278,9.109512,+
397,202.483326,47.162510,19.751011,25.085223,0.059069,24.811750,0.053826,24.101223,0.050133,22.860399,0.109808,9.230049,+
398,202.519831,47.166576,7.752222,25.130177,0.076270,24.875856,0.058440,24.189837,0.062394,23.004069,0.139044,9.139962,+
399,202.507700,47.214848,11.144157,24.794703,0.076481,24.645190,0.055664,24.210865,0.055343,23.474647,0.131280,9.200440,+
400,202.516021,47.165424,7.515666,25.158154,0.072565,24.893962,0.041140,24.182256,0.045332,22.951647,0.117029,9.150695,+
401,202.511659,47.197357,15.421391,25.545905,0.087089,25.148752,0.062403,24.181801,0.059417,22.461666,0.145617,9.203369,+
402,202.493577,47.166446,11.626236,25.067870,0.063551,24.826074,0.044366,24.171082,0.043054,23.040233,0.105940,9.222057,+
403,202.498520,47.166108,14.914351,25.057904,0.067002,24.815513,0.051711,24.161670,0.055473,23.031520,0.122918,9.207627,+
404,202.488282,47.161132,16.248758,25.199251,0.065969,24.921559,0.046255,24.202619,0.038354,22.945867,0.103586,9.216346,+
405,202.528700,47.191081,14.983459,24.884161,0.058423,24.697042,0.039513,24.166447,0.043281,23.261409,0.101388,9.134289,+
406,202.518755,47.206931,19.276280,24.904586,0.090230,24.716422,0.068906,24.178317,0.052347,23.262492,0.141575,9.169467, 
407,202.508229,47.189110,13.469540,25.130941,0.073411,24.870366,0.045411,24.179765,0.061206,22.980332,0.135176,9.215447,+
408,202.522752,47.203962,12.797231,24.985315,0.038489,24.769374,0.024383,24.171699,0.040000,23.145731,0.080622,9.156008,+
409,202.487104,47.205657,15.863077,25.142679,0.069153,24.872376,0.050969,24.162758,0.046076,22.927078,0.114469,9.291068,+
410,202.477843,47.163401,15.504870,24.998421,0.079536,24.773341,0.061872,24.157674,0.051056,23.097492,0.129656,9.240550,+
411,202.512967,47.191691,6.929174,24.914870,0.069944,24.735273,0.053017,24.219025,0.056447,23.341565,0.126617,9.197718,+
412,202.527062,47.187620,8.697912,25.316028,0.059523,25.014882,0.042140,24.234483,0.038396,22.870655,0.097223,9.139450,+
413,202.525113,47.174189,19.884203,25.203886,0.066364,24.920073,0.052949,24.175054,0.044709,22.877696,0.110366,9.133774,+
414,202.517665,47.169736,18.188595,25.554209,0.067565,25.170136,0.049387,24.228464,0.051614,22.556699,0.118991,9.153756,+
415,202.513752,47.197612,12.844780,25.165241,0.073770,24.897063,0.059709,24.186141,0.061834,22.951496,0.136223,9.194888,+
416,202.521767,47.203934,6.130057,25.171592,0.075261,24.912448,0.051152,24.222010,0.059864,23.024588,0.135236,9.159947,+
417,202.529583,47.176516,10.054407,24.876459,0.054436,24.705239,0.040855,24.212996,0.037084,23.376370,0.090961,9.119798,+
418,202.527590,47.196083,13.406487,25.148635,0.041352,24.904437,0.039789,24.231709,0.072806,23.075465,0.128252,9.139334,+
419,202.520122,47.178461,7.129744,25.054365,0.054441,24.833467,0.038696,24.226319,0.053303,23.182153,0.109872,9.158508,+
420,202.486634,47.177361,14.588787,25.110602,0.071811,24.866708,0.056477,24.210960,0.063291,23.076511,0.136291,9.273559,+
421,202.503015,47.186808,8.574398,25.170301,0.118762,24.911204,0.103351,24.219818,0.094348,23.021260,0.213269,9.234190,+
422,202.508079,47.170093,15.109924,25.454194,0.074348,25.112083,0.052553,24.247911,0.030695,22.726789,0.105971,9.187798,+
423,202.473194,47.163749,12.107879,24.818839,0.133065,24.662951,0.114867,24.214183,0.088160,23.451711,0.219740,9.245376,+
424,202.517825,47.193285,13.826214,25.443235,0.089270,25.110798,0.059037,24.251318,0.069637,22.748310,0.158847,9.178562,+
425,202.466363,47.165148,12.802136,24.979322,0.077201,24.779190,0.073663,24.221430,0.059379,23.265729,0.136417,9.251163,+
426,202.535004,47.185563,15.913436,25.129825,0.060930,24.881263,0.043505,24.209588,0.050858,23.049170,0.112261,9.106590,+
427,202.473343,47.168097,12.169608,25.107518,0.061697,24.872772,0.050722,24.231736,0.041377,23.127374,0.102408,9.262690,+
428,202.528143,47.195484,7.790172,24.976279,0.060221,24.779215,0.045370,24.227447,0.039653,23.283169,0.099193,9.137129,+
429,202.513058,47.199167,7.495437,25.580849,0.077192,25.198703,0.055086,24.250373,0.092885,22.572642,0.178386,9.197234, 
430,202.530083,47.168636,10.833447,25.130604,0.079940,24.902256,0.049878,24.254896,0.059912,23.150629,0.139494,9.106743,+
431,202.507251,47.190700,13.795771,24.897299,0.057534,24.725248,0.037552,24.236292,0.043710,23.402762,0.101055,9.220243,+
432,202.500280,47.178923,11.256783,25.185465,0.084547,24.924662,0.066390,24.228402,0.061888,23.021546,0.145901,9.233026,+
433,202.472354,47.206752,12.383077,25.039077,0.075583,24.823509,0.049843,24.211823,0.046796,23.168656,0.121474,9.325563,+
434,202.500564,47.162813,7.367636,25.168542,0.062625,24.926591,0.047673,24.269998,0.042725,23.136932,0.104711,9.192364,+
435,202.510153,47.208600,11.779247,24.992039,0.084527,24.791185,0.063287,24.227477,0.050066,23.263364,0.133617,9.201038,+
436,202.509349,47.203807,11.124382,25.640378,0.077885,25.238828,0.054881,24.260297,0.057738,22.520015,0.135205,9.209230, 
437,202.511644,47.179278,17.453905,25.461469,0.040287,25.102643,0.029425,24.208921,0.059146,22.629459,0.107897,9.191817,+
438,202.461023,47.176781,13.419063,25.170152,0.075099,24.908960,0.053606,24.187220,0.045623,22.947743,0.119831,9.291156,+
439,202.523680,47.185453,10.938656,24.972269,0.054645,24.777954,0.039958,24.228807,0.036774,23.291301,0.090835,9.151568,+
440,202.509655,47.205429,12.919277,25.613411,0.099696,25.216591,0.066333,24.249569,0.072873,22.529765,0.171928,9.206538,+
441,202.488873,47.175770,20.578088,25.658840,0.096552,25.252481,0.073241,24.266289,0.058717,22.510283,0.154121,9.262670,+
442,202.483355,47.163670,6.926302,25.106416,0.067574,24.887152,0.051050,24.285107,0.043646,23.249436,0.110431,9.234301,+
443,202.524454,47.167782,11.405344,25.327123,0.080512,25.033846,0.061584,24.271798,0.039915,22.941034,0.120142,9.125821,+
444,202.511804,47.200052,15.528891,25.095939,0.059542,24.869850,0.041741,24.263128,0.046155,23.212953,0.105618,9.201903,+
445,202.490658,47.165884,19.023881,25.290202,0.080966,24.997057,0.064112,24.232770,0.048787,22.899348,0.128798,9.227474,+
446,202.518490,47.211666,15.393028,25.387189,0.102461,25.073870,0.076598,24.284049,0.081180,22.892989,0.183746,9.165244,+
447,202.512333,47.160118,16.206728,25.286751,0.168431,25.006718,0.149573,24.274296,0.126214,22.997589,0.293889,9.150121,+
448,202.493990,47.181227,13.417254,25.124144,0.081022,24.902295,0.062305,24.292367,0.063078,23.243496,0.144028,9.259712,+
449,202.510722,47.163006,14.734597,25.331338,0.112633,25.040052,0.079805,24.263458,0.057037,22.916860,0.169112,9.162474,+
450,202.511970,47.197048,7.857942,25.187192,0.077004,24.947107,0.052171,24.297174,0.049315,23.174862,0.125411,9.202176,+
451,202.473055,47.209109,14.661329,25.071938,0.067266,24.857614,0.058478,24.260573,0.076069,23.237441,0.148939,9.315662,+
452,202.528882,47.190745,15.069046,25.319596,0.068330,25.036654,0.051583,24.289031,0.057366,22.989490,0.126286,9.133458,+
453,202.480638,47.166293,10.300270,25.213411,0.096084,24.971627,0.073527,24.319730,0.041486,23.192799,0.138340,9.248239,+
454,202.462522,47.177409,15.557807,25.588495,0.082839,25.194939,0.048416,24.239273,0.055260,22.537905,0.137190,9.295863,+
455,202.517879,47.179173,12.121051,25.213329,0.050622,24.960076,0.032988,24.277202,0.049339,23.096746,0.101882,9.167991,+
456,202.519547,47.168444,22.832449,25.845104,0.074631,25.381573,0.049469,24.292090,0.048955,22.333740,0.122736,9.144613,+
457,202.511091,47.162200,21.281403,25.279547,0.054712,24.993018,0.043867,24.232614,0.055444,22.912432,0.112791,9.159292,+
458,202.521013,47.198289,9.813275,25.342698,0.059504,25.056680,0.044117,24.301060,0.041285,22.987556,0.100225,9.165514,+
459,202.479630,47.171925,11.599335,24.994056,0.075933,24.819868,0.065430,24.312253,0.067076,23.452499,0.144297,9.270808,+
460,202.510510,47.198582,13.680953,25.620716,0.104183,25.231752,0.068873,24.306647,0.068779,22.649607,0.171790,9.207671,+
461,202.527707,47.194112,13.282148,25.180754,0.074960,24.942330,0.064553,24.292667,0.051181,23.172790,0.125379,9.138841,+
462,202.513071,47.196909,13.087940,25.070796,0.086622,24.863434,0.071910,24.285630,0.065788,23.295537,0.152124,9.197761,+
463,202.501647,47.189087,10.821798,25.236444,0.103572,24.956932,0.064883,24.247703,0.056296,23.000902,0.158953,9.241570,+
464,202.500607,47.186379,19.585085,25.397118,0.081493,25.096837,0.053580,24.311163,0.062061,22.941775,0.143305,9.243115,+
465,202.529906,47.179021,6.530598,25.209139,0.055099,24.961424,0.041183,24.296952,0.045112,23.146685,0.100492,9.121365,+
466,202.522099,47.167834,14.806415,25.088504,0.058589,24.876611,0.043415,24.293498,0.067372,23.290995,0.131205,9.134370,+
467,202.505763,47.183119,9.880982,25.218933,0.110567,24.971750,0.089514,24.308987,0.069308,23.161546,0.178553,9.219358,+
468,202.512803,47.197371,11.042287,25.094267,0.074431,24.892466,0.045420,24.319683,0.067861,23.342934,0.144004,9.198760,+
469,202.494243,47.164782,11.136729,25.060960,0.074061,24.858952,0.057773,24.294039,0.052279,23.326951,0.125701,9.215171,+
470,202.483589,47.174617,11.222756,25.059475,0.060481,24.869310,0.044006,24.326391,0.062817,23.401972,0.126638,9.272654,+
471,202.486968,47.185697,6.521739,24.960910,0.064410,24.797614,0.051233,24.325667,0.041416,23.524625,0.105070,9.293220,+
472,202.509008,47.196080,10.916029,25.285828,0.103652,25.035023,0.088133,24.359434,0.080235,23.191252,0.183734,9.214231,+
473,202.525557,47.204422,12.720904,25.399320,0.082288,25.097953,0.065029,24.314329,0.076275,22.946155,0.160736,9.144550,+
474,202.505578,47.191015,10.396407,24.928332,0.124542,24.767677,0.094141,24.304345,0.069120,23.517499,0.192454,9.227091,+
475,202.477768,47.161589,12.162232,25.079639,0.073491,24.874763,0.063503,24.302040,0.074349,23.321487,0.151346,9.233543,+
476,202.509421,47.197214,10.268621,25.234080,0.075013,24.999139,0.053095,24.356436,0.054168,23.249725,0.128637,9.212407,+
477,202.494789,47.159587,12.240966,25.280779,0.089061,25.035806,0.061725,24.354744,0.074044,23.187013,0.163747,9.197135,+
478,202.493688,47.159237,11.249203,25.210770,0.066786,24.979357,0.051703,24.345437,0.058716,23.254252,0.126578,9.198488,+
479,202.539523,47.193235,14.420905,25.378022,0.058831,25.090041,0.045285,24.335022,0.034670,23.019800,0.092827,9.091137,+
480,202.506044,47.181937,8.909720,24.949688,0.061838,24.793596,0.044851,24.343915,0.052331,23.580035,0.114776,9.216714,+
481,202.490119,47.168943,7.516255,25.509994,0.101520,25.167925,0.056818,24.313238,0.059862,22.804128,0.160218,9.238647,+
482,202.523378,47.190304,10.605379,25.277108,0.055227,25.036466,0.038175,24.379293,0.040505,23.247148,0.095391,9.155419,+
483,202.498861,47.168365,10.841656,25.298351,0.085589,25.048675,0.064538,24.372985,0.034283,23.206099,0.121213,9.212947,+
484,202.516886,47.204238,17.120069,25.753364,0.145392,25.339994,0.088635,24.316891,0.093101,22.505499,0.236778,9.179104,+
485,202.506164,47.215268,20.319480,25.472622,0.140095,25.174042,0.102943,24.399131,0.057214,23.045458,0.199217,9.205115,+
486,202.476158,47.162756,7.750911,25.683659,0.104098,25.297671,0.071529,24.353064,0.035663,22.675185,0.143267,9.239545,+
487,202.510373,47.164130,13.651117,25.361488,0.136703,25.074761,0.101758,24.323843,0.061934,23.015373,0.199125,9.166358,+
488,202.482873,47.174669,6.464893,25.262320,0.061170,25.013894,0.045443,24.344220,0.066157,23.186496,0.131476,9.274424,+
489,202.503996,47.163932,31.617984,25.295590,0.091150,25.030812,0.074980,24.327012,0.066735,23.105635,0.157310,9.185610, 
490,202.485569,47.184846,5.993704,25.277082,0.073406,25.028707,0.048737,24.358335,0.047315,23.199795,0.119861,9.296298,+
491,202.529550,47.173913,6.146218,25.291246,0.064496,25.038493,0.039027,24.357497,0.048170,23.180039,0.112359,9.116602,+
492,202.481625,47.176622,12.200712,25.323297,0.086503,25.040016,0.048140,24.311810,0.104432,23.036325,0.200365,9.283766,+
493,202.531535,47.176929,6.119834,25.094927,0.065872,24.901880,0.047050,24.356353,0.041050,23.425011,0.106133,9.112756,+
494,202.506599,47.188806,9.995262,25.076352,0.104577,24.891744,0.081827,24.365698,0.049200,23.469564,0.153817,9.221729,+
495,202.524428,47.173150,9.987424,25.045405,0.111037,24.863323,0.094235,24.345616,0.076677,23.463182,0.186636,9.134821,+
496,202.487493,47.163488,6.532220,25.080092,0.049645,24.896317,0.037808,24.376461,0.048792,23.489183,0.100426,9.226190,+
497,202.512921,47.198897,13.141119,25.360859,0.080512,25.083897,0.065899,24.348681,0.052603,23.072324,0.132191,9.197877,+
498,202.479353,47.178521,14.550672,25.660193,0.122755,25.285473,0.085084,24.359079,0.064006,22.718374,0.185937,9.295089,+
499,202.463403,47.171732,12.399919,25.295459,0.065542,25.045430,0.049791,24.368448,0.055381,23.199487,0.121551,9.275180,+
500,202.526100,47.187817,8.606789,25.111157,0.058075,24.911708,0.042709,24.357887,0.059065,23.408013,0.119997,9.143396,+
501,202.516960,47.173099,15.266398,25.463757,0.077574,25.150444,0.051434,24.342638,0.065952,22.928906,0.144344,9.162356,+
502,202.498173,47.209805,15.236229,25.720635,0.104736,25.336742,0.065613,24.389880,0.056162,22.711798,0.160039,9.243889,+
503,202.494261,47.165201,8.343885,25.067553,0.066458,24.884924,0.049086,24.368390,0.042266,23.486744,0.107936,9.216436,+
504,202.524371,47.177311,11.790329,24.977000,0.064031,24.818434,0.047873,24.358716,0.053661,23.579059,0.118228,9.140789,+
505,202.475609,47.161315,10.608745,25.720048,0.074664,25.328051,0.050098,24.395243,0.054707,22.724663,0.128904,9.234252, 
506,202.522863,47.187596,14.535923,25.493860,0.077318,25.171426,0.055194,24.338063,0.065862,22.880604,0.144018,9.156205,+
507,202.476030,47.171646,7.034693,25.542213,0.070864,25.224712,0.049533,24.414299,0.050217,22.991999,0.120485,9.274550,+
508,202.493221,47.160977,13.992177,25.308555,0.065299,25.047655,0.053788,24.348100,0.067460,23.136966,0.136263,9.205350,+
509,202.504506,47.202076,13.610361,25.281582,0.065401,25.028790,0.052108,24.378463,0.063346,23.239629,0.131129,9.229761,+
510,202.526900,47.202794,8.963125,25.627536,0.066280,25.273327,0.041654,24.389187,0.048860,22.827629,0.114755,9.140153,+
511,202.468023,47.170249,10.432110,25.475386,0.080412,25.175423,0.058315,24.397406,0.043548,23.038074,0.123263,9.272221,+
512,202.539097,47.184743,9.759767,25.315570,0.084488,25.071790,0.058381,24.412732,0.059541,23.274254,0.143293,9.089783,+
513,202.475654,47.207183,17.557854,25.584361,0.088250,25.246762,0.066427,24.396035,0.062427,22.897556,0.149927,9.319274,+
514,202.480802,47.171397,14.747618,25.440481,0.084833,25.154234,0.066258,24.405196,0.055962,23.099703,0.139840,9.266926,+
515,202.464749,47.164852,16.222463,25.379842,0.086718,25.111707,0.074045,24.402853,0.075576,23.170869,0.163560,9.249121,+
516,202.472336,47.164094,13.236569,25.204109,0.080382,24.981954,0.065826,24.370174,0.083423,23.318583,0.168226,9.247111,+
517,202.512626,47.186347,9.286921,25.680817,0.101633,25.311721,0.079016,24.396250,0.057102,22.776412,0.157703,9.196002,+
518,202.503179,47.162431,12.627966,25.506167,0.069956,25.197947,0.054213,24.402683,0.068911,23.011189,0.141710,9.183856,+
519,202.470703,47.174766,12.477083,25.062529,0.078422,24.883128,0.063729,24.370871,0.059406,23.498690,0.137550,9.290499,+
520,202.485354,47.176469,6.547652,25.174540,0.078244,24.973358,0.054236,24.411930,0.058619,23.450280,0.136510,9.274322,+
521,202.484077,47.164405,6.260891,25.359547,0.093691,25.109056,0.063048,24.430706,0.047646,23.259438,0.140848,9.235800,+
522,202.512953,47.163475,14.504381,25.594309,0.111955,25.257404,0.075806,24.414735,0.057556,22.927292,0.168851,9.156446,+
523,202.489060,47.160092,13.522222,25.458343,0.091499,25.157894,0.068020,24.375804,0.086169,23.010723,0.180400,9.211160,+
524,202.471693,47.166563,11.718652,24.986725,0.070975,24.835014,0.057706,24.396081,0.057065,23.651280,0.128236,9.257238,+
525,202.510957,47.198137,12.966117,25.460722,0.101527,25.175068,0.077354,24.428833,0.054729,23.127620,0.155398,9.206008,+
526,202.533756,47.175285,10.458230,25.443873,0.080659,25.164986,0.065769,24.426395,0.056018,23.143355,0.135915,9.102261,+
527,202.537622,47.187948,6.466560,25.172047,0.064795,24.978542,0.044734,24.432262,0.048241,23.499393,0.112711,9.097338,+
528,202.495270,47.173110,12.373905,25.293642,0.069596,25.044915,0.051867,24.374636,0.050007,23.215769,0.119076,9.236478,+
529,202.529632,47.171273,6.265298,25.392385,0.074871,25.128169,0.060113,24.422977,0.067879,23.200553,0.144388,9.112533,+
530,202.513685,47.190367,8.371763,25.104292,0.047143,24.931659,0.035728,24.434548,0.050408,23.590002,0.100575,9.194321,+
531,202.507546,47.210382,6.175529,25.557054,0.081324,25.240143,0.058682,24.431552,0.046662,23.012293,0.127106,9.208466,+
532,202.467423,47.174545,10.984212,25.193477,0.054931,24.987898,0.043862,24.419616,0.058686,23.443776,0.117127,9.289281,+
533,202.518612,47.181605,13.035178,25.239607,0.074629,25.015277,0.051759,24.402025,0.050388,23.345833,0.124227,9.168033,+
534,202.531449,47.177853,10.767126,25.233471,0.055560,25.031245,0.038978,24.464107,0.041813,23.493939,0.097144,9.114120,+
535,202.498729,47.168358,9.370238,25.564137,0.072821,25.246156,0.055637,24.432355,0.058793,23.005178,0.131854,9.213318,+
536,202.512065,47.194124,14.644204,25.517307,0.070040,25.213345,0.049309,24.419119,0.053877,23.034304,0.123770,9.201883,+
537,202.527371,47.201841,9.681535,25.262937,0.055631,25.047938,0.042201,24.457118,0.057179,23.440981,0.115712,9.138733,+
538,202.495592,47.161919,12.771158,25.101668,0.067715,24.920767,0.047586,24.415400,0.048439,23.550016,0.115622,9.202752,+
539,202.533560,47.189393,15.933689,25.419206,0.099297,25.129763,0.052515,24.372514,0.052246,23.052635,0.150826,9.114211,+
540,202.518696,47.208758,14.381591,25.489596,0.089197,25.188448,0.062483,24.414024,0.068879,23.057727,0.157922,9.167869,+
541,202.512055,47.210090,11.486374,25.421578,0.061446,25.153974,0.042543,24.445517,0.057284,23.214703,0.120429,9.191847,+
542,202.487675,47.161517,9.390427,25.472293,0.076456,25.183508,0.055790,24.426636,0.049828,23.108062,0.125403,9.218878,+
543,202.525429,47.202777,6.826313,25.733191,0.106094,25.382713,0.076395,24.507330,0.066512,22.961519,0.171338,9.146037,+
544,202.483142,47.162775,14.162168,25.307044,0.091116,25.067915,0.066833,24.416597,0.057060,23.293743,0.147087,9.231321,+
545,202.504996,47.175971,11.780625,25.368655,0.076557,25.110282,0.047548,24.454035,0.055754,23.300700,0.131799,9.210646,+
546,202.502097,47.184492,12.844777,25.176232,0.090913,24.970690,0.058562,24.408982,0.061205,23.441481,0.151147,9.235130,+
547,202.517635,47.166556,16.695246,25.623026,0.089661,25.301148,0.065215,24.481730,0.062320,23.042556,0.151138,9.147566,+
548,202.477481,47.163951,9.747431,25.179559,0.076077,24.986788,0.055258,24.447805,0.044446,23.525065,0.119665,9.243063,+
549,202.522071,47.185544,11.675030,25.371581,0.080544,25.119372,0.056446,24.441040,0.065999,23.267628,0.146963,9.158012,+
550,202.522523,47.172508,10.068538,25.116577,0.068159,24.953225,0.050526,24.479885,0.041416,23.677016,0.108766,9.140916,+
551,202.495418,47.168523,9.581596,25.186130,0.099018,24.999466,0.082406,24.469489,0.064528,23.565804,0.162405,9.223334,+
552,202.477608,47.164835,11.765411,25.255770,0.084647,25.055290,0.066722,24.493092,0.053956,23.531355,0.137601,9.246383,+
553,202.522711,47.189167,5.725018,25.178073,0.072057,24.998732,0.052059,24.483898,0.063939,23.608543,0.137277,9.157624,+
554,202.479446,47.169603,7.773249,25.187782,0.069714,24.998925,0.056043,24.464502,0.043720,23.552447,0.112600,9.262416,+
555,202.510260,47.199733,14.315875,25.406957,0.118065,25.153318,0.078207,24.469434,0.044966,23.287216,0.165537,9.208230,+
556,202.528746,47.169635,10.176887,25.364732,0.065279,25.113074,0.046483,24.437049,0.046417,23.267240,0.111161,9.113294,+
557,202.518386,47.185351,7.930059,25.369158,0.076799,25.133642,0.058200,24.492125,0.047016,23.386186,0.122899,9.172448,+
558,202.503598,47.175231,6.929652,25.546590,0.104138,25.250254,0.080914,24.478788,0.056304,23.132291,0.159548,9.214077,+
559,202.493251,47.175170,10.259159,25.279616,0.080529,25.077776,0.052666,24.512103,0.056168,23.544269,0.135953,9.248061,+
560,202.526032,47.196380,11.409235,25.631130,0.090738,25.308450,0.058117,24.488594,0.070616,23.047857,0.161270,9.145593,+
561,202.481474,47.160175,16.725886,25.758313,0.053651,25.397496,0.036998,24.500866,0.057640,22.915225,0.114815,9.223888,+
562,202.521366,47.166929,11.292291,25.499610,0.071163,25.220959,0.053998,24.482733,0.064879,23.200451,0.137678,9.135255,+
563,202.518777,47.177826,19.848782,25.718164,0.084758,25.345292,0.068052,24.414797,0.059781,22.771250,0.143804,9.162806,+
564,202.485310,47.174460,10.657242,25.184638,0.083748,24.994957,0.062041,24.462529,0.059235,23.551950,0.142271,9.268098,+
565,202.533323,47.172981,11.367834,25.428622,0.079235,25.177578,0.069082,24.498524,0.064375,23.325669,0.143934,9.101008,+
566,202.495471,47.164872,5.859197,25.238980,0.068708,25.048949,0.050179,24.510997,0.047693,23.593011,0.115751,9.212288,+
567,202.501184,47.169598,8.939897,25.307870,0.089938,25.099874,0.073003,24.518437,0.065186,23.522961,0.154493,9.209105,+
568,202.520858,47.193722,10.656111,25.305012,0.056739,25.094032,0.039781,24.510312,0.038026,23.508196,0.094151,9.166405,+
569,202.534928,47.185765,10.299212,25.286017,0.058858,25.074164,0.043956,24.485669,0.048074,23.476429,0.107213,9.107012,+
570,202.516456,47.210698,19.837006,25.931000,0.088694,25.486915,0.063980,24.426826,0.058828,22.530062,0.146535,9.174258,+
571,202.463196,47.181344,7.873370,25.402018,0.085260,25.151977,0.081314,24.480648,0.095095,23.318802,0.187034,9.311525,+
572,202.502019,47.203776,64.318771,25.071659,0.056721,24.927550,0.046886,24.505676,0.058707,23.791972,0.118502,9.238010, 
573,202.503476,47.160917,5.473394,25.192777,0.060262,25.013308,0.042402,24.508422,0.059949,23.645451,0.122813,9.178698,+
574,202.515754,47.165129,12.608907,25.460185,0.106244,25.199939,0.074381,24.517054,0.060819,23.327767,0.165921,9.150952,+
575,202.532502,47.175810,11.471906,25.342462,0.076684,25.123260,0.051374,24.519636,0.047618,23.482054,0.123384,9.107717,+
576,202.501881,47.177596,13.959054,25.734206,0.084265,25.396066,0.061007,24.542238,0.069816,23.039167,0.154647,9.224805,+
