,RAJ2000,DEJ2000,P,F555W,e_F555W,F606W,e_F606W,F814W,e_F814W,WVI_555,e_WVI_555,Z,sig_clip
150,202.493399,47.178496,23.170185,24.632022,0.087495,24.348551,0.075408,23.604414,0.065064,22.308600,0.152111,9.255800,+
151,202.513156,47.202788,15.699120,24.542798,0.046920,24.281698,0.036048,23.588923,0.047107,22.386087,0.096168,9.194944,+
152,202.466554,47.168472,19.856632,24.551340,0.080534,24.289984,0.066535,23.587715,0.065975,22.372583,0.146926,9.264566,+
153,202.524119,47.208031,16.513777,24.717044,0.064306,24.407751,0.048713,23.607787,0.039520,22.209013,0.103058,9.147403,+
154,202.492483,47.179929,23.950726,24.652610,0.085555,24.354269,0.068489,23.578789,0.066415,22.224701,0.151869,9.262115,+
155,202.518256,47.167117,31.282527,24.729936,0.058454,24.422256,0.043371,23.623602,0.052163,22.228515,0.111717,9.146555,+
156,202.484017,47.201642,19.482322,24.338333,0.063043,24.155930,0.042355,23.640957,0.056841,22.761565,0.121195,9.309581,+
157,202.526584,47.181834,17.146421,24.950303,0.108885,24.560819,0.102351,23.590379,0.141288,21.875514,0.265626,9.137127, 
158,202.530724,47.186683,28.777130,24.523012,0.121861,24.268308,0.107781,23.583619,0.086336,22.399045,0.207171,9.124312,+
159,202.477004,47.164827,5.707102,24.357256,0.058269,24.165181,0.046458,23.626794,0.045577,22.705682,0.103823,9.246953, 
160,202.497898,47.160549,24.865597,24.689327,0.118062,24.378518,0.100225,23.575774,0.071781,22.171582,0.188440,9.192636,+
161,202.529008,47.197221,47.362734,25.136984,0.083205,24.689508,0.053941,23.630925,0.040537,21.731785,0.123551,9.133513,+
162,202.504265,47.157614,17.456946,24.594736,0.085215,24.339487,0.071695,23.651892,0.064857,22.462965,0.149807,9.166869,+
163,202.490724,47.163060,10.311923,24.336024,0.053581,24.159832,0.041338,23.655616,0.043055,22.797621,0.096781,9.217936, 
164,202.530230,47.195005,21.009341,24.446790,0.059189,24.229068,0.046908,23.640103,0.048188,22.622871,0.107635,9.128712,+
165,202.505283,47.177768,26.579761,24.731643,0.082936,24.428878,0.067820,23.642493,0.072224,22.269076,0.156359,9.212943,+
166,202.508432,47.211980,14.546449,24.631688,0.075692,24.370068,0.059925,23.667691,0.039038,22.452090,0.114270,9.202702,+
167,202.460138,47.180345,26.356405,24.908563,0.078579,24.530007,0.053543,23.615604,0.065555,21.985181,0.144739,9.302089,+
168,202.507968,47.205109,18.162228,24.460538,0.074321,24.253465,0.052618,23.671184,0.045658,22.675810,0.119091,9.213446,+
169,202.494691,47.159243,20.956645,24.590552,0.095469,24.333254,0.069224,23.617840,0.051101,22.391249,0.145796,9.196229,+
170,202.508751,47.210908,18.593409,24.544836,0.098879,24.297479,0.081295,23.627204,0.050022,22.470070,0.148417,9.203169,+
171,202.476614,47.172586,17.079232,24.317556,0.073454,24.142725,0.054754,23.651674,0.041703,22.811997,0.114385,9.277529,+
172,202.511757,47.197744,19.231904,24.494283,0.078330,24.280087,0.058055,23.680747,0.043323,22.654877,0.120904,9.202890,+
173,202.511346,47.201792,22.739226,25.027967,0.075746,24.623144,0.053893,23.642303,0.039292,21.894982,0.114551,9.202796,+
174,202.486095,47.165781,24.453142,24.746819,0.055502,24.444317,0.048177,23.659304,0.051967,22.287948,0.109056,9.237013,+
175,202.500727,47.177733,21.182506,24.529052,0.148454,24.280143,0.133419,23.610131,0.130729,22.451372,0.281620,9.229144,+
176,202.483375,47.181384,30.428243,25.141877,0.094257,24.697131,0.062401,23.641277,0.043093,21.749020,0.137612,9.294346,+
177,202.463622,47.168593,18.916186,24.531779,0.094946,24.304984,0.080436,23.681593,0.075621,22.609508,0.170723,9.263089,+
178,202.464654,47.169167,16.341453,24.417228,0.061968,24.228288,0.042898,23.692697,0.055654,22.779063,0.118864,9.266198,+
179,202.536851,47.193442,26.204533,24.661762,0.122315,24.383883,0.104047,23.649988,0.076090,22.374140,0.196941,9.101924,+
180,202.476960,47.212537,19.486105,24.938378,0.095947,24.601956,0.081696,23.749578,0.075717,22.250501,0.171719,9.297482,+
181,202.483071,47.159297,18.528138,24.668688,0.073409,24.406647,0.059611,23.694767,0.048262,22.466653,0.120839,9.218390,+
182,202.521311,47.171477,23.973625,24.602671,0.061555,24.346478,0.048740,23.656682,0.057336,22.463789,0.120581,9.143690,+
183,202.507017,47.206830,17.976589,24.303476,0.085413,24.131520,0.067408,23.638897,0.050996,22.800862,0.135411,9.215250,+
184,202.525771,47.180397,29.741891,24.983620,0.086700,24.601188,0.062770,23.661655,0.047102,21.994657,0.133038,9.138904,+
185,202.472332,47.171268,7.373054,24.577058,0.049145,24.343562,0.035391,23.706558,0.039390,22.608857,0.088652,9.275886, 
186,202.497270,47.195535,20.414650,24.933022,0.070952,24.578617,0.053564,23.686858,0.039951,22.115446,0.110177,9.261581,+
187,202.486835,47.175979,17.864471,24.503439,0.091325,24.278834,0.062192,23.679488,0.053741,22.640485,0.144023,9.268917,+
188,202.517058,47.213117,29.264362,24.991401,0.068179,24.619128,0.042069,23.716608,0.028775,22.109095,0.097653,9.168724,+
189,202.521778,47.203617,15.748445,24.900432,0.109767,24.563772,0.068851,23.702398,0.056860,22.191676,0.165931,9.160105, 
190,202.516864,47.202763,14.700029,24.547850,0.065488,24.329934,0.046995,23.729906,0.026280,22.698479,0.092781,9.180212,+
191,202.523501,47.188059,28.572090,24.956942,0.045502,24.584431,0.036678,23.659962,0.055885,22.024470,0.106684,9.153911,+
192,202.510542,47.205091,31.311978,25.045133,0.107828,24.648918,0.077670,23.684713,0.050133,21.969224,0.158107,9.203392,+
193,202.500096,47.213147,19.646521,24.717697,0.099151,24.440121,0.087028,23.706614,0.057043,22.431637,0.155114,9.230617,+
194,202.511136,47.214116,20.603479,24.764932,0.101933,24.498597,0.087496,23.781575,0.082521,22.541561,0.184825,9.189250,+
195,202.497940,47.184727,22.239805,24.664349,0.078770,24.406046,0.051139,23.708603,0.043428,22.503407,0.121454,9.251259,+
196,202.477038,47.164339,22.200457,24.738030,0.077468,24.451152,0.054546,23.691701,0.061093,22.372281,0.138600,9.245008,+
197,202.530409,47.199810,21.621065,24.527519,0.067506,24.301339,0.053685,23.674727,0.051811,22.599357,0.119160,9.127308,+
198,202.472328,47.163986,17.772639,24.594242,0.104764,24.356439,0.079769,23.713288,0.060894,22.602406,0.164490,9.246677,+
199,202.491473,47.179967,21.335891,24.490879,0.060206,24.287791,0.049041,23.725806,0.059547,22.761048,0.122262,9.265564,+
200,202.512360,47.159484,24.884100,24.902266,0.092678,24.572862,0.107702,23.719627,0.147679,22.228318,0.264850,9.148406,+
201,202.488133,47.174174,22.662117,24.874551,0.076429,24.543901,0.057281,23.704588,0.039533,22.229264,0.115484,9.260000,+
202,202.532633,47.185006,24.736740,24.847940,0.086126,24.518528,0.070489,23.686670,0.068977,22.222310,0.155300,9.115692,+
203,202.479028,47.169448,20.168240,24.624089,0.077580,24.387637,0.059268,23.739998,0.051392,22.625159,0.128107,9.262426,+
204,202.516421,47.163737,16.201483,24.603343,0.063494,24.374387,0.052437,23.738363,0.053270,22.647623,0.117305,9.145613,+
205,202.520032,47.164187,16.773467,24.559411,0.078650,24.347577,0.062943,23.757549,0.048508,22.746402,0.126217,9.134354,+
206,202.519892,47.207583,25.504548,24.679031,0.074129,24.409784,0.054155,23.695852,0.063672,22.456062,0.138703,9.164395,+
207,202.522724,47.180282,29.671455,24.770911,0.061080,24.479563,0.037665,23.713878,0.044537,22.380960,0.105214,9.150629,+
208,202.514924,47.205559,21.761869,24.683496,0.073770,24.427025,0.066583,23.742168,0.069735,22.555154,0.145772,9.185764,+
209,202.464661,47.182290,20.654404,24.913236,0.070696,24.571153,0.049387,23.707003,0.027944,22.185943,0.099849,9.317327,+
210,202.507987,47.186256,18.521292,24.644300,0.078461,24.410490,0.062978,23.767184,0.054874,22.661142,0.132621,9.214189,+
211,202.495542,47.179442,17.694201,24.386042,0.056377,24.229097,0.037418,23.756978,0.051909,22.963728,0.109696,9.250664,+
212,202.513929,47.173348,16.527345,24.562086,0.101839,24.336816,0.091945,23.715445,0.090532,22.647831,0.194217,9.173804,+
213,202.475689,47.163462,15.728675,24.429457,0.128613,24.244686,0.113274,23.719544,0.095710,22.824344,0.223672,9.242706,+
214,202.513097,47.196365,14.921031,24.804158,0.059582,24.508423,0.050577,23.755303,0.046128,22.432697,0.105624,9.197728,+
215,202.496081,47.173975,19.103631,24.681414,0.063970,24.439730,0.048241,23.780647,0.039858,22.644779,0.103063,9.236195,+
216,202.510481,47.195339,27.749550,24.946301,0.059376,24.599187,0.043827,23.729353,0.053702,22.194781,0.114349,9.208330,+
217,202.483737,47.173851,18.693958,24.775393,0.088322,24.495038,0.063925,23.750760,0.039855,22.458698,0.128524,9.269757,+
218,202.523748,47.167856,20.340096,24.566510,0.054808,24.343946,0.046680,23.736192,0.047199,22.689161,0.102697,9.128499,+
219,202.481033,47.172411,17.928368,25.019595,0.063481,24.662811,0.047775,23.775492,0.066559,22.206677,0.133725,9.270197,+
220,202.514033,47.190636,15.736089,24.591799,0.065701,24.381733,0.043539,23.798228,0.039964,22.797534,0.104884,9.193042,+
221,202.497719,47.177586,20.031210,24.559274,0.117965,24.341066,0.103747,23.731421,0.085296,22.687498,0.202415,9.239263,+
222,202.524388,47.210137,14.878941,24.548552,0.095583,24.349617,0.082275,23.794282,0.091717,22.843148,0.190567,9.144270,+
223,202.486446,47.170712,24.002329,24.788735,0.061740,24.517847,0.047632,23.796181,0.039022,22.544569,0.100027,9.253160,+
224,202.469915,47.164725,16.467639,24.674801,0.085381,24.429502,0.075204,23.764186,0.064129,22.615901,0.149143,9.250136,+
225,202.500106,47.167270,24.902647,25.121671,0.070479,24.726290,0.047418,23.759768,0.056891,22.042408,0.127601,9.206261,+
226,202.497971,47.178972,22.205339,24.831218,0.068290,24.539816,0.052293,23.778047,0.052838,22.449999,0.121023,9.241269,+
227,202.520071,47.210616,10.790305,24.865311,0.048467,24.590509,0.040405,23.862614,0.056026,22.598214,0.108929,9.160462, 
228,202.524981,47.209281,18.916191,24.635320,0.072276,24.408198,0.061950,23.779541,0.057699,22.700403,0.130114,9.142833,+
229,202.496898,47.175231,15.840540,24.484435,0.074952,24.311567,0.053651,23.819726,0.040982,22.981529,0.115253,9.236668,+
230,202.485061,47.165297,14.637786,24.659900,0.080221,24.434178,0.069466,23.815003,0.062059,22.749588,0.142157,9.237270,+
231,202.498325,47.176149,17.694201,24.527358,0.067522,24.337096,0.053369,23.798881,0.052897,22.880272,0.120403,9.234066,+
232,202.477747,47.211638,6.294565,24.855840,0.057295,24.573022,0.045662,23.827721,0.041521,22.531264,0.098413,9.299441, 
233,202.518283,47.199523,19.809551,24.594128,0.060864,24.365723,0.045378,23.740431,0.055239,22.663920,0.117447,9.176126,+
234,202.516441,47.204215,19.140122,24.502130,0.075179,24.321721,0.064962,23.807226,0.056067,22.930952,0.130878,9.180884,+
235,202.507048,47.188291,25.349764,24.824054,0.060321,24.540460,0.052038,23.796263,0.061797,22.500220,0.125208,9.219581,+
236,202.493884,47.161788,15.625726,24.695554,0.120197,24.475185,0.115190,23.862075,0.109016,22.811057,0.231852,9.206471,+
237,202.500000,47.191435,15.721277,25.160698,0.096684,24.761058,0.058613,23.802866,0.060262,22.090640,0.155789,9.249618, 
238,202.481277,47.169641,15.121327,24.631760,0.087318,24.420984,0.074857,23.828387,0.082761,22.815334,0.172814,9.259699,+
239,202.481295,47.162815,18.524697,24.671886,0.080144,24.447282,0.072335,23.824324,0.076983,22.755548,0.159886,9.234174,+
240,202.509062,47.190703,9.360637,24.564915,0.040286,24.381114,0.032389,23.852750,0.047077,22.954709,0.091220,9.212996,+
241,202.506210,47.192569,13.016561,24.811674,0.068884,24.546740,0.046016,23.838083,0.035138,22.610384,0.103649,9.225148,+
242,202.493195,47.175813,16.759443,24.901799,0.069931,24.618052,0.058288,23.870412,0.053272,22.569833,0.122991,9.249899,+
243,202.455346,47.182570,16.765067,24.769087,0.062461,24.516863,0.056930,23.846033,0.080910,22.682063,0.152183,9.296376,+
244,202.527823,47.187144,18.264809,24.803801,0.076227,24.547854,0.078465,23.854401,0.095347,22.657209,0.181070,9.136150,+
245,202.493534,47.179769,21.459063,24.594482,0.102875,24.381157,0.090971,23.786425,0.076609,22.767465,0.178969,9.258221,+
246,202.486788,47.176235,16.478449,24.899296,0.078772,24.615596,0.053620,23.865704,0.054241,22.562343,0.132239,9.269809,+
247,202.505467,47.184054,20.348355,25.081683,0.075756,24.725634,0.045156,23.856461,0.059634,22.311457,0.135413,9.221656,+
248,202.508049,47.205138,20.319520,24.902021,0.076050,24.609049,0.051849,23.848841,0.045234,22.520781,0.120401,9.213101,+
249,202.533265,47.184279,19.132799,24.724998,0.108869,24.483978,0.094443,23.825504,0.076862,22.691242,0.184794,9.112694,+
250,202.496166,47.185295,17.438733,25.029141,0.151371,24.710415,0.103163,23.880692,0.073680,22.432498,0.224713,9.258761,+
251,202.491292,47.162632,20.481388,24.927852,0.058900,24.629326,0.039144,23.859328,0.043444,22.511919,0.102005,9.215235,+
252,202.490273,47.170924,18.402274,24.715020,0.061099,24.485230,0.057539,23.855310,0.068853,22.771216,0.134964,9.244449,+
253,202.511868,47.199298,21.607070,24.819484,0.068982,24.539680,0.052456,23.800780,0.050794,22.516195,0.119370,9.201962,+
254,202.500931,47.188525,19.983449,24.885305,0.097146,24.605551,0.076458,23.859255,0.072888,22.565405,0.169608,9.243946,+
255,202.528959,47.171969,20.882425,24.785392,0.096086,24.532261,0.066130,23.860530,0.046127,22.694278,0.142098,9.116087,+
256,202.524934,47.169157,20.176347,24.659484,0.053989,24.436404,0.042820,23.821351,0.054253,22.764465,0.110719,9.126504,+
257,202.493696,47.163020,18.341670,25.247385,0.073229,24.839875,0.048450,23.855491,0.040961,22.100313,0.113458,9.210920,+
258,202.522136,47.207233,16.940695,24.510055,0.060374,24.350318,0.052787,23.890419,0.046624,23.109057,0.106894,9.155914,+
259,202.531487,47.202356,18.449694,24.927296,0.088644,24.657318,0.054025,23.919922,0.048774,22.649624,0.136589,9.122014,+
260,202.527874,47.187265,19.049182,24.655306,0.125189,24.423101,0.103571,23.791287,0.064728,22.701759,0.189137,9.136015,+
261,202.526389,47.208998,13.335153,24.788523,0.061105,24.561247,0.056893,23.936593,0.063252,22.862308,0.127670,9.137598,+
262,202.486113,47.174150,31.657923,25.374988,0.104921,24.930547,0.086186,23.877990,0.084094,21.990277,0.189266,9.265134,+
263,202.489815,47.169974,20.249708,24.796763,0.092770,24.538412,0.077819,23.847282,0.065889,22.649987,0.157892,9.242671,+
264,202.461415,47.168532,15.865599,24.949481,0.091101,24.669945,0.060572,23.934118,0.045112,22.653745,0.135898,9.260582,+
265,202.488597,47.167357,13.345832,24.762243,0.068900,24.520284,0.046443,23.881353,0.042187,22.770551,0.110265,9.237101,+
266,202.534830,47.183391,21.209376,24.890202,0.100970,24.617050,0.077497,23.890514,0.062890,22.629908,0.162652,9.105857,+
267,202.523224,47.170307,38.195813,24.847733,0.063940,24.588592,0.054219,23.897172,0.052675,22.698514,0.116994,9.134714, 
268,202.485149,47.172709,15.488103,24.557938,0.081680,24.375826,0.059503,23.883840,0.068795,23.033803,0.151219,9.262756,+
269,202.509981,47.193046,9.761668,24.742481,0.088833,24.521358,0.067218,23.912813,0.054672,22.866601,0.142443,9.210101,+
270,202.478937,47.169034,16.100009,24.858032,0.090210,24.616379,0.074227,23.957778,0.090145,22.822557,0.184358,9.260979,+
271,202.508298,47.195652,21.733582,25.049734,0.072132,24.721332,0.051105,23.895725,0.061608,22.440520,0.134552,9.217123,+
272,202.515536,47.202203,20.286585,24.761368,0.075142,24.518839,0.053202,23.859663,0.043815,22.722612,0.118112,9.185848,+
273,202.513711,47.201555,7.367100,24.825994,0.075839,24.583132,0.041993,23.925093,0.064430,22.789056,0.141059,9.193505,+
274,202.470073,47.178681,19.078184,24.831087,0.068693,24.595424,0.057456,23.952007,0.068023,22.843487,0.139600,9.306375,+
275,202.487801,47.176987,22.092796,24.926422,0.089783,24.633754,0.063588,23.874078,0.052830,22.547071,0.141588,9.269196,+
276,202.484793,47.177887,16.832605,24.679752,0.103133,24.477791,0.080436,23.908912,0.082964,22.936883,0.186390,9.280132,+
277,202.503622,47.187499,16.912116,24.850322,0.089786,24.592310,0.064277,23.901672,0.052984,22.705425,0.141740,9.232460,+
278,202.522424,47.186091,11.721414,24.809065,0.056009,24.570451,0.041362,23.925228,0.063733,22.810708,0.124536,9.157002,+
279,202.535270,47.198302,19.313459,24.794806,0.058708,24.541198,0.042190,23.861513,0.043077,22.684631,0.101424,9.108114,+
280,202.478794,47.173167,13.533174,24.598649,0.066475,24.437646,0.053746,23.940697,0.071140,23.111020,0.141898,9.276733,+
281,202.475984,47.161848,15.880665,24.817195,0.086356,24.586726,0.072883,23.958830,0.059669,22.876432,0.145189,9.236091,+
282,202.501413,47.163350,9.084103,25.194927,0.102434,24.839220,0.083625,23.948299,0.056389,22.376302,0.157862,9.191521, 
283,202.519790,47.207767,16.211959,24.519680,0.083136,24.354383,0.063029,23.877000,0.033236,23.066581,0.117692,9.164615,+
284,202.480992,47.171457,11.196444,25.199612,0.085954,24.839883,0.067360,23.943350,0.060978,22.359203,0.146215,9.266817, 
285,202.519764,47.185639,9.553296,25.114573,0.065653,24.786385,0.040201,23.948663,0.035973,22.478450,0.101024,9.167223,+
286,202.507584,47.189732,15.350549,24.737233,0.069516,24.529046,0.057398,23.943199,0.058462,22.941921,0.128596,9.218398,+
287,202.509502,47.193532,17.128890,24.955996,0.114209,24.682064,0.078628,23.945936,0.060493,22.672250,0.173837,9.212124,+
288,202.485128,47.210261,21.491282,25.161156,0.074957,24.827978,0.059863,23.986223,0.052116,22.504632,0.126369,9.286116,+
289,202.496667,47.176572,14.035287,25.074472,0.063223,24.767285,0.053871,23.970982,0.078869,22.579481,0.149891,9.240560,+
290,202.517489,47.171808,15.192370,24.781133,0.101158,24.560057,0.073929,23.937445,0.060249,22.873554,0.160229,9.158184,+
291,202.515092,47.211692,18.880559,25.456025,0.111325,25.011618,0.085487,23.934753,0.122641,22.016429,0.242208,9.178148,+
292,202.493498,47.164064,18.008902,24.993181,0.106137,24.700967,0.081200,23.936325,0.067572,22.603630,0.172451,9.214757,+
293,202.493916,47.161992,14.317922,24.945089,0.062903,24.679918,0.051941,23.970619,0.050384,22.741813,0.113433,9.207062,+
294,202.529769,47.191409,15.679474,24.920676,0.108254,24.667349,0.082868,23.987028,0.051613,22.809697,0.159794,9.130077,+
295,202.495204,47.162115,18.610678,24.801314,0.064388,24.579881,0.052364,23.962294,0.059288,22.904290,0.125286,9.204334,+
296,202.514271,47.193738,16.162300,24.910141,0.053667,24.675861,0.038624,24.032014,0.072439,22.924697,0.134801,9.192947,+
297,202.492544,47.161843,20.156062,24.958701,0.074021,24.699996,0.056464,24.010654,0.051766,22.815168,0.125113,9.209771,+
298,202.493659,47.174724,16.177949,24.825897,0.082825,24.603627,0.059661,23.989998,0.053700,22.935930,0.135562,9.245647,+
299,202.510974,47.212343,17.067612,25.057876,0.101344,24.759725,0.082583,23.979397,0.077459,22.619436,0.178526,9.192690,+
300,202.522228,47.206479,13.645545,24.589707,0.075747,24.427165,0.065260,23.968692,0.068151,23.185592,0.145443,9.156206,+
301,202.510245,47.162615,23.391852,25.166058,0.171453,24.815103,0.124630,23.946015,0.073677,22.407540,0.246584,9.163001,+
302,202.498353,47.185154,16.225106,25.147238,0.095213,24.840054,0.066304,24.040903,0.043482,22.645814,0.138968,9.250277,+
303,202.530911,47.178828,15.320052,24.637603,0.059381,24.466702,0.052553,23.972295,0.059877,23.133341,0.122038,9.117253,+
304,202.519742,47.189391,19.016663,24.969821,0.080099,24.688797,0.063368,23.946536,0.045443,22.656174,0.124702,9.169619,+
305,202.494457,47.181820,14.289350,24.887534,0.116050,24.641178,0.077804,23.987228,0.067312,22.851942,0.182074,9.259233,+
306,202.481168,47.163560,13.752240,24.597124,0.054391,24.446055,0.047177,24.001633,0.047457,23.250719,0.102653,9.237168,+
307,202.498275,47.214503,23.601120,25.488731,0.093039,25.032457,0.067562,23.959192,0.055898,22.030443,0.147843,9.233932,+
308,202.521570,47.187583,15.296693,25.485938,0.080898,25.042983,0.044330,23.997012,0.052991,22.119477,0.132966,9.161355, 
309,202.525361,47.208684,13.082811,25.244849,0.068624,24.894467,0.051809,24.012121,0.102566,22.457653,0.186375,9.141925, 
310,202.474321,47.210431,71.016960,24.836956,0.072265,24.618918,0.054607,24.017168,0.064256,22.983416,0.137834,9.309145, 
311,202.455267,47.193576,18.600386,24.644696,0.067318,24.479169,0.041295,23.990995,0.073100,23.166678,0.145074,9.315155,+
312,202.523131,47.173327,18.231594,24.779955,0.055582,24.563991,0.031450,23.962135,0.051573,22.930864,0.108635,9.139933,+
313,202.523048,47.204798,7.468645,24.879632,0.056307,24.656498,0.042938,24.038193,0.043675,22.977138,0.099911,9.154266,+
314,202.515637,47.193833,12.305547,24.777948,0.057055,24.566938,0.038704,23.978323,0.038441,22.969995,0.094888,9.187453,+
315,202.510129,47.197072,15.137336,25.340355,0.101344,24.962730,0.078059,24.034367,0.054389,22.387518,0.154899,9.209585,+
316,202.516350,47.170997,14.828326,25.101214,0.071828,24.796484,0.059071,24.009943,0.069656,22.633851,0.144121,9.160813,+
317,202.510778,47.160343,19.257763,25.148850,0.078043,24.849897,0.055763,24.080047,0.057642,22.732286,0.135243,9.155514,+
318,202.493952,47.198442,13.883660,24.822309,0.068999,24.616911,0.055495,24.044592,0.065884,23.063890,0.137161,9.274128,+
319,202.524780,47.210126,10.984217,24.958754,0.090062,24.720808,0.071012,24.072050,0.057395,22.953917,0.146391,9.142758,+
320,202.530152,47.192736,27.400727,25.329763,0.084780,24.962676,0.069175,24.043937,0.059937,22.422511,0.143993,9.128818,+
321,202.530012,47.191430,14.708654,24.669254,0.053981,24.499115,0.043799,24.004316,0.040118,23.165830,0.093819,9.129105,+
322,202.476295,47.161353,16.481153,24.773005,0.075782,24.561269,0.056579,23.982962,0.091880,22.986716,0.176061,9.233893,+
323,202.520006,47.172568,16.656408,25.192679,0.049942,24.867835,0.033536,24.034703,0.035760,22.574496,0.085313,9.150302,+
324,202.492242,47.166797,16.424453,24.870465,0.073678,24.629816,0.065992,23.979819,0.061620,22.856714,0.135892,9.226558,+
325,202.515831,47.212372,18.802658,25.078423,0.110572,24.780850,0.076656,24.014825,0.041836,22.673629,0.154837,9.174410,+
326,202.512934,47.202279,17.099673,24.933850,0.068171,24.693316,0.045749,24.034796,0.038281,22.901088,0.105761,9.196163,+
327,202.530456,47.192851,18.545254,24.923882,0.063788,24.670716,0.044566,23.990379,0.049502,22.813233,0.113213,9.127612,+
328,202.517182,47.201449,19.165722,24.927818,0.073633,24.665859,0.054188,23.969676,0.052571,22.761460,0.125617,9.179700,+
329,202.531777,47.175414,11.268169,24.851072,0.061680,24.636357,0.050705,24.043834,0.046775,23.025907,0.108242,9.110025,+
330,202.484109,47.165211,13.008129,24.701989,0.080195,24.537012,0.051059,24.034794,0.044614,23.193461,0.124023,9.238679,+
331,202.472435,47.165628,14.741102,24.738830,0.055173,24.542391,0.042595,24.000697,0.059472,23.069911,0.118328,9.253228,+
332,202.526960,47.190163,21.532812,25.238242,0.073921,24.875227,0.051989,24.005718,0.066387,22.451505,0.141790,9.140986,+
333,202.522010,47.174876,13.778724,24.861234,0.065126,24.650934,0.047008,24.068770,0.052602,23.069474,0.117946,9.146444,+
334,202.513598,47.164624,8.763324,24.810131,0.064065,24.616280,0.050651,24.070102,0.061521,23.136925,0.127787,9.157023,+
335,202.527263,47.201219,12.667856,25.038365,0.065098,24.767156,0.049481,24.044601,0.053946,22.791463,0.119483,9.139437,+
336,202.520317,47.164940,17.851745,24.954463,0.052702,24.719138,0.041731,24.077150,0.053807,22.970859,0.109158,9.134944,+
337,202.479154,47.163633,13.013182,24.985921,0.076276,24.750168,0.066261,24.100600,0.067158,22.984210,0.144684,9.240022,+
338,202.496206,47.161824,14.460421,24.993625,0.118619,24.749078,0.094869,24.080531,0.078643,22.929119,0.195942,9.200919,+
339,202.490853,47.178090,11.338304,24.654518,0.061997,24.497900,0.039920,24.054832,0.051742,23.298629,0.114220,9.263017,+
340,202.494157,47.172235,25.543540,25.168992,0.085284,24.830127,0.059811,23.982451,0.059685,22.486224,0.144195,9.237457,+
341,202.510334,47.196025,21.677168,25.286494,0.087434,24.928590,0.065264,24.030334,0.070960,22.446316,0.158738,9.208893,+
342,202.514854,47.177389,12.914275,24.989789,0.070463,24.748964,0.042158,24.086256,0.038072,22.946901,0.107931,9.177001,+
343,202.511595,47.200020,12.954340,25.000061,0.088003,24.750527,0.059148,24.069439,0.055889,22.895924,0.142847,9.202756,+
344,202.521326,47.204825,15.447530,24.994855,0.085936,24.745149,0.064153,24.041158,0.061224,22.838545,0.146465,9.161076,+
345,202.509385,47.208509,13.194820,25.029271,0.082459,24.794121,0.050552,24.108692,0.057545,22.947841,0.139245,9.204091,+
346,202.479758,47.175980,15.215418,24.789373,0.070741,24.609066,0.054073,24.088606,0.072678,23.204939,0.147101,9.285341,+
347,202.508046,47.162302,14.635645,25.196851,0.082891,24.885558,0.065107,24.082397,0.068915,22.677070,0.152404,9.169020,+
348,202.526263,47.204728,18.145792,25.047840,0.071477,24.773196,0.064544,24.053860,0.074518,22.800451,0.150022,9.141541,+
349,202.502119,47.193096,11.996343,25.604560,0.091956,25.150292,0.062625,24.080443,0.053845,22.158531,0.144760,9.241748, 
350,202.521036,47.203730,16.290996,24.805188,0.049242,24.598794,0.031910,24.014414,0.037202,23.017249,0.086258,9.162988,+
351,202.511408,47.201287,10.993854,24.971005,0.053830,24.732869,0.038634,24.082590,0.049055,22.962300,0.104117,9.202848,+
352,202.517118,47.173828,12.675866,24.985096,0.067956,24.741184,0.041597,24.081243,0.049012,22.941484,0.116470,9.163001,+
353,202.479658,47.169271,17.429654,25.026064,0.071603,24.767632,0.055425,24.081792,0.088908,22.891064,0.169194,9.260860,+
354,202.467100,47.173403,12.497311,24.848553,0.078788,24.676930,0.048830,24.047409,0.068993,23.037166,0.148996,9.284564,+
355,202.533564,47.179428,11.548556,25.040988,0.068144,24.783388,0.053818,24.088062,0.055036,22.886422,0.123407,9.107498,+
356,202.509349,47.194187,7.999018,24.959271,0.060687,24.721110,0.038831,24.078000,0.049538,22.966719,0.110510,9.212836,+
357,202.486127,47.196175,13.129082,25.033905,0.089971,24.788043,0.066275,24.115105,0.056247,22.956498,0.145143,9.306405,+
358,202.519508,47.206964,15.716421,24.998252,0.097428,24.752055,0.065322,24.099075,0.060997,22.965213,0.157259,9.166483,+
359,202.508429,47.195064,18.735926,25.216201,0.111944,24.896715,0.077482,24.068975,0.075372,22.622322,0.186121,9.216600,+
360,202.471076,47.164974,18.258166,24.801258,0.053592,24.607437,0.043429,24.062359,0.047112,23.130608,0.101567,9.250999,+
361,202.501579,47.162827,18.901919,25.176112,0.058240,24.859709,0.043124,24.046990,0.040889,22.623168,0.098610,9.189555,+
362,202.520535,47.202911,18.178694,25.047198,0.147149,24.782885,0.123119,24.079468,0.093775,22.859160,0.239181,9.165495,+
363,202.485969,47.167890,14.691410,24.861185,0.080975,24.652311,0.056922,24.057440,0.045477,23.043918,0.125632,9.244624,+
364,202.517643,47.170783,17.864471,25.134594,0.077763,24.853199,0.056063,24.110787,0.047131,22.819766,0.123972,9.155782,+
365,202.467839,47.173618,18.500801,25.054009,0.066181,24.791628,0.042097,24.090422,0.061819,22.875339,0.129858,9.285713,+
366,202.490431,47.175296,17.001045,25.227266,0.069752,24.910973,0.047611,24.096684,0.062874,22.671021,0.134073,9.256851,+
